date,content,author
2024-06-13 10:07,你们都别走，让主力先走,大有可为的罗宾
2024-06-13 10:07,开盘半个小时，指数继续弱势，市场仍是科技股反向共振，光刻机PCB拉锯，低价的国风,陆上鲸鱼
2024-06-13 10:07,降息预期落空，安心啊！,wwx92189
2024-06-13 10:07,打鸡血一样,股友p1502853t9
2024-06-13 10:05,3041就是复合顶，沽空来钱快,坚韧的风冰翔10
2024-06-13 10:05,上证，深证，创业指数都红了，持仓全绿，佩服自己。。。,我要Doubling
2024-06-13 10:05,又是指数上涨，个股跌，失真,别怪我崩溃
2024-06-13 10:05,大A科技雄起，科技强则国强！,股友CX20102696
2024-06-13 10:05,#对华电动汽车征税，欧盟算错了账#是卖得太好他们慌了啊，只要买车的人喜欢，改变不,玻璃八百不是梦
2024-06-13 10:05,反转趋势↑↑,股友67n507033Z
2024-06-13 10:05,指数红了钱没了,收盘就止跌
2024-06-13 10:05,我就想知道大盘是怎么红的？,股友865678qg87
2024-06-13 10:04,誓死保卫7月份[笑哭][笑哭][笑哭],xxgel
2024-06-13 10:04,#高盛发声：中国市场已现复苏信号#,飞黄满腹得鲁班
2024-06-13 10:04,这话是高盛说的吗？[大笑][大笑][大笑]#高盛发声：中国市场已现复苏信号#,雪纷飞88
2024-06-13 10:04,看这技术性牛市，确实牛！要么4000多家股票上涨，要么4000多家股票待涨！但成,xfjy_0268
2024-06-13 10:04,周四，不用想，今天4000家下跌，符合正常的历史规律，空仓观望。,广西南宁人o
2024-06-13 10:04,这大盘都红，佩服,哈大哈哈哈
2024-06-13 10:04,三千保卫战已经打响了,飘过的云果
2024-06-13 10:04,都是想卖公司的[捂脸],股友I69e129798
2024-06-13 10:04,三千支股跌，大盘还红了？,永住直前
2024-06-13 10:04,大盘红了吧，我咋亏了一个多点,重德尚礼
2024-06-13 10:03,一大批个股比2600的时候还惨，这是造啥孽？,天下雄观
2024-06-13 10:03,只买中国神华，长江电力，平安银行和工业富联，后期什么票都不买,股票太难啦
2024-06-13 10:03,……,基民wcFyiV
2024-06-13 10:03,现在是牛市的哪个阶段[呲牙]？,英俊潇洒又能打J
2024-06-13 10:03,牛逼，年年月月天天跌,家财广进的苏星河
2024-06-13 10:02,跌到18买一点,吕秀才168
2024-06-13 10:02,半小时左右，主力流出37亿，还是有点多啊，看今天依然是红利加科技,蓝翅飞狼
2024-06-13 10:02,抄底抄底抄底抄底了，，全网散户抄底了抄底了，大盘开始反弹了。今天发财了发财了，持,股友thGeMy
2024-06-13 10:02,我买的都涨势喜人。还认为大盘大涨啦！原来不涨反跌,A7d318L9711A
2024-06-13 10:02,坐等2860！不能相信大A！唱空,才望成金得欧阳锋
2024-06-13 10:02,15个交易日，11负4正，牛啊，666,股友330gv85622
2024-06-13 10:02,3＝6000#美股三巨头总市值逼近10万亿美元#,股友p7DkGS
2024-06-13 10:02,两天回了点本，今天全拿走了,昵称被取完了
2024-06-13 10:02,大盘这揍性,新天75
2024-06-13 10:02,今天估计又是赚指数的一天[哭][哭],跌停就干吧
2024-06-13 10:02,日常四千待涨,股友50837K582f
2024-06-13 10:01,介又是弄啥嘞,涨涨跌跌顺势
2024-06-13 10:01,个股跌幅不是那么大，怎么理解？,追风八
2024-06-13 10:01,就是不肯涨的。两天了，一天就搞回去，厉害了你。一句话，什么时候买都是不对的。,比一月亏的还要多
2024-06-13 10:01,资金在路上了，别怕，一会就拉个大的,趋势投资就有牛
2024-06-13 10:01,一个创新高，一个创新低,路不平有人踩
2024-06-13 10:01,继续反弹,W小唯
2024-06-13 10:01,又开始砸盘中小盘股微盘股了，今天又惨了,股友LNqDhi
2024-06-13 10:00,看好到4000点，模拟盘全仓买入,元元元元宇宙
2024-06-13 10:00,指数没跌多少，都跌个股去了,买我黄瓜忘了他
2024-06-13 10:00,中国神华，中国广核，中国核电，中字头电力天天涨、慢牛,吸纳四大行
2024-06-13 10:00,资金去了电力光伏板块，追,向上市值翻倍
2024-06-13 10:00,现在就看卷商什么时候启动了，耐心等吧,股友dBjgFL
2024-06-13 09:59,白线又跑到小黄线上面去了，今天又是砸盘中小盘微盘股，股民有被割韭菜了。,股友LNqDhi
2024-06-13 09:59,谁来救救我[哭][哭][哭][哭],发誓不再充值
2024-06-13 09:59,每天的走势如出一辙，上来走高然后一路下跌，尾盘再吸筹拉高，明天继续再上来急速拉高,命运靠自己掌握
2024-06-13 09:59,又要宝卫3000点了,天选懂股帝
2024-06-13 09:59,行业复苏基调转强，半导体设备有望步入上行周期,半导体设备ETF
2024-06-13 09:58,厉害，半个小时波动8个指数点，神了！,开拓赚钱
2024-06-13 09:58,靠没有业绩的半导体，只会酝酿后面更大的悲剧，撤退,股友8x7A823939
2024-06-13 09:58,主力半小时净流出三十多个亿，感觉现在机构的净流出数额也在不断地下降，说明主力也不,文凯诺大数据
2024-06-13 09:58,五日线鸭头玩不了,海兔兔
2024-06-13 09:58,大家齐心协力持股100天不动，看看能不能翻倍，天天追涨杀跌被收割赔钱活该,n160913288728806
2024-06-13 09:58,今天又是普跌行情,我有之宝
2024-06-13 09:57,只有先快速跌破三千点，然后继续往下探底。当接近底部2633点附近(二次探底确立),圆滑炒股
2024-06-13 09:57,002962启动吃,股友suu62t
2024-06-13 09:57,还……有……啥？,埋古石
2024-06-13 09:57,大盘很稳定，一直小步下跌。,冰糖芯
2024-06-13 09:56,无人问津，散户都清仓了，有些转行沽空，当然希望多跌,坚韧的风冰翔10
2024-06-13 09:56,只有跌破3000点大资金才会进场托一下[捂脸][捂脸][捂脸],永旺向钱
2024-06-13 09:56,华能发电量超长江电力全球著名电力公司低价最绩优电力华能国际去年发电4000多亿度,H潘博
2024-06-13 09:56,落地价与国内价差可以消化#对华电动汽车征税，欧盟算错了账#,富有有余的风清扬
2024-06-13 09:56,跌成狗了,翻三番目标
2024-06-13 09:55,我在3000下方等你,销户倒计时100
2024-06-13 09:55,昨天进去的，又闷杀在锅里,东股东股东东股
2024-06-13 09:55,从来不会让大家失望[憨笑],垃圾堆里捡宝1
2024-06-13 09:55,小回调罢了，不破不立,夜明星稀
2024-06-13 09:55,回不了本越亏越多，真难啊！这辈子最后悔就是进了大A,不在乎天气
2024-06-13 09:54,#高息资产持续走强，中国神华年内新高#,厨房有飘一首有
2024-06-13 09:54,牛在何方,股友3N1069V615
2024-06-13 09:54,究竟谁在砸盘,股友3025L78K33
2024-06-13 09:54,芭比Q了，又是完蛋的一天,好你赢了
2024-06-13 09:54,2024-6-13大盘走势,古东昇
2024-06-13 09:54,是不是所有人都在幻想“明天”有一根大阳线？,八步成诗9565
2024-06-13 09:53,看多三万点,人名企业家
2024-06-13 09:53,今天银行保险上来了，股市行情怎么回事。,cjy33542004923
2024-06-13 09:53,绝大部分人在2700点进的，然后现在还是亏的,满哥炒股养家
2024-06-13 09:52,昨天打板万通，买入德必，今天出清。防守品种还拿着，就是核电那块儿的。今天的盘面不,善良的唐晨光
2024-06-13 09:52,我在参与金融挑战赛赢高含金量证书，你也来试试呗！#【有奖】听说你有财富梦？来金融,积极的蒋枝1
2024-06-13 09:52,$七彩化学(SZ300758)$$江苏索普(SH600746)$$上证指数(SH,股市中锤炼
2024-06-13 09:52,三万亿还没到账么，量刷起来啊。。,股友052gA98159
2024-06-13 09:52,3000破不破跟个股跌不跌有啥关系吗？不一样个股天天砸嘛[大笑],九九九九九九九九五
2024-06-13 09:52,信息都不对称你怎么和人家玩,留得青山谋未来
2024-06-13 09:51,黄线奔3000了,细心的光山玉15
2024-06-13 09:51,今天下探到3013附近反弹到最高3070点，收盘3060左右，是这剧本吗？,一挖一麻袋土豆
2024-06-13 09:51,大盘阴跌，个股暴跌，5穷6绝,佛显灵光
2024-06-13 09:51,当个合格的小弟都不配,万事州鹤得武则天
2024-06-13 09:51,好像现在骂股市的帖子少了很多。。。。,文凯诺大数据
2024-06-13 09:51,有股向下的力量,股友0c087O2888
2024-06-13 09:51,每天都TM什么力量在砸盘？？？,股友616Q15c355
2024-06-13 09:51,隔夜美股大跌带动全球指数下跌没办法，,我是主力NB
2024-06-13 09:51,起来啦，不能天天拉稀吧,大发富贵的五哥
2024-06-13 09:51,有本事，[鼓掌],浓香科技集团
2024-06-13 09:51,为私利就是不关门，继续坑人！唉！还有上当入坑的么？,骑扬广进的赵无极
2024-06-13 09:50,差劲,股友YCZp1G
2024-06-13 09:50,002962启动，大胆吃,股友suu62t
2024-06-13 09:50,盘面还是没有连续性，昨天普涨，今天就普跌，继续空仓观望，没行情，就等待吧！放量再,普济富甲
2024-06-13 09:50,2850点等你阿,绅士apbuqv
2024-06-13 09:50,一无所有，清仓为上,a_2024来了
2024-06-13 09:50,再不耍了！,hgahql8972
2024-06-13 09:50,每天大小盘轮流杀跌，没人交易了，也就没有存在的意义了。,好红哇
2024-06-13 09:50,出什么事了？一开盘就砸[为什么],喜欢做梦和嘴嗨
2024-06-13 09:49,市场是一点钱都没有啊，只能阴跌了,股友K228h87136
2024-06-13 09:49,五穷六绝七翻身，各位哥们，稳住手啊！,梦想论
2024-06-13 09:49,#高息资产持续走强，中国神华年内新高#,厨房有飘一首有
2024-06-13 09:49,外面天天新高，这里量化天天砸,买我黄瓜忘了他
2024-06-13 09:49,不能这样算账！#美股三巨头总市值逼近10万亿美元#,股友7A301U7133
2024-06-13 09:49,真是油盐不进,和气为富的炒股
2024-06-13 09:48,今天目标6000亿,华夏CS金辰大金LG
2024-06-13 09:48,就知道每天割韭菜！,w我就是我
2024-06-13 09:48,什么时候离开不玩了，都是对的,基民opgGxn
2024-06-13 09:48,$上证指数(SH000001)$,股友TEGFYp
2024-06-13 09:48,煤炭石油继续大牛行情,股友8162P30H31
2024-06-13 09:48,气氛到这里了，3000点还是要破的,依山傍海2024
2024-06-13 09:48,哪里还有增量资金,趋势投资就有牛
2024-06-13 09:48,又是量化交易的一天，走了，这个市场好不了,股友59cf618180
2024-06-13 09:48,不要买，套住的就不要动，解套的，就去销户,经常的颜离浩
2024-06-13 09:48,都在跑啊，逢高卖出是上策,六年磨一剑终于
2024-06-13 09:48,中小盘砸懵了,从此走上发财路8
2024-06-13 09:47,都知道是3000…,爱吃韭菜12345
2024-06-13 09:47,从自己做起，不补仓，不买股票，逐渐清仓，远离股市,股友e2KcNT
2024-06-13 09:47,看看美股在看这让人恶心,高企强
2024-06-13 09:47,今年主力只有14天净流入，你说怎么涨？,短线明灯
2024-06-13 09:47,大盘深不深跌我不知道，反正股每天都在创新低,股友235883m91c
2024-06-13 09:47,国企带头砸,迎宾综合服务部
2024-06-13 09:46,[看多][看多][看多],不服大师
2024-06-13 09:46,#美国5月CPI超预期回落，影响几何？#,股友8i395839l5
2024-06-13 09:46,哎,躺下平平的睡觉
2024-06-13 09:46,啥时候先跌破3000啊，等得好着急。,基民7MD3283076
2024-06-13 09:45,#证监会将发布资本市场相关政策举措#,厨房有飘一首有
2024-06-13 09:45,#一天内10家A股公司收年报问询函#,股友8i395839l5
2024-06-13 09:45,在昨晚和今天亚太地区主要股票市场普涨局面下而大A是自己的人在玩，但外围市场普跌必,股友cCyuWH
2024-06-13 09:45,这样下来，难道不是量化干的吗？他们算法一样，做法一样。跳水动作一致,温州帮军师
2024-06-13 09:45,你不应该是这个样子！,第二董蜜
2024-06-13 09:45,报告：预计折叠屏智能手机面板出货量二季度创历史新高,消费妞妞
2024-06-13 09:45,目前看短期不会太深跌，应该是3002-2980,明年小目标
2024-06-13 09:45,三千有望,杨5927
2024-06-13 09:45,#美国5月CPI超预期回落，影响几何？#,丁呄呄
2024-06-13 09:45,真是跳水冠军啊，直线下砸！,非法市场
2024-06-13 09:45,#美国5月CPI超预期回落，影响几何？#,股友8i395839l5
2024-06-13 09:45,2600再挑战一次,目标稳步的达到
2024-06-13 09:45,目标是多少点啊，我有个心里准备，钱还能回来不,基民6Vb196
2024-06-13 09:45,内资半年抛了1.7万亿，你觉得是你聪明还是大资金聪明#高盛发声：中国市场已现复苏,韭菜花酱1234567
2024-06-13 09:45,内资半年抛了1.7万亿，你觉得是你聪明还是大资金聪明#高盛发声：中国市场已现复苏,韭菜花酱1234567
2024-06-13 09:45,蓝帆医疗对数据链管理和成本分析专业人士董晓闲在自己的公众号里发表的“蓝帆不仅产品,悟空思维
2024-06-13 09:44,早就说看空大盘指数应该是2900左右没人信[呲牙],A股一战封神
2024-06-13 09:44,又是个黑色星期四,愛玩
2024-06-13 09:44,估计高开低走！又要4500家下跌,嘉年丰果品
2024-06-13 09:44,谁跌了？我海油准备涨停啦,有洞察力的武宸
2024-06-13 09:44,2980,股友Gp6DoF1512
2024-06-13 09:44,优美,未来将是光明
2024-06-13 09:44,今天拉的的是光特估,抓妖记拉萨军团
2024-06-13 09:44,稳定高股息的中特估是未来主线。推荐江苏银行，建设银行，上海银行，平安银行。满上长,稳中求胜WWW
2024-06-13 09:44,非要破3000点才能上吗？,n326413441365000
2024-06-13 09:44,3000保卫战哈哈哈哈哈哈,誓为国买股
2024-06-13 09:44,垃圾,股友789a652u22
2024-06-13 09:44,钱袋子出现，预示会涨停的个股,菲尔泰勒金融工作室
2024-06-13 09:43,快上车，大盘顶住了[呲牙],股价在路上
2024-06-13 09:43,真好，马上就又要400家待涨了,我要好运气
2024-06-13 09:43,昨天涨那点不够今天低开的，不玩了,股友027F72z836
2024-06-13 09:43,主力是会玩的,知识的张日轩
2024-06-13 09:43,受外围影响，要跌！,股友vvtQ5o
2024-06-13 09:43,好了两天，又开始跌了，没法搞,股友eEEkep
2024-06-13 09:43,今天必跌破3000,schultonmatin
2024-06-13 09:43,不投资不消费加油[看空][看空][看空][看空][看空],任意炒股
2024-06-13 09:43,疑是银河落九天！哈哈哈,野韭菜也有春天啊
2024-06-13 09:43,涨二分跌两角的行情继续，连割带拔是常态，A股聪明人太多！,股友08E9f39733
2024-06-13 09:43,还是去买纳指etf，彻底失望了[微笑],寧靜緻遠
2024-06-13 09:43,你倒是安排的真好。大跌小涨。跌1点~2点。涨0.1~0.5。,比一月亏的还要多
2024-06-13 09:42,资金去了电力板块，追,向上市值翻倍
2024-06-13 09:42,打不过就加入[下跌][下跌][下跌],顺利的冯小达1
2024-06-13 09:42,大盘站稳了，就看今天,股友BsZpVp0866
2024-06-13 09:42,外面新高带不动，任由量化砸盘,买我黄瓜忘了他
2024-06-13 09:42,今天打算跌多少,红三兵大队队长
2024-06-13 09:42,扔,股友WzGUC5
2024-06-13 09:42,沿5日线砸S大家叫你们捂,股友0S979N8361
2024-06-13 09:42,看看还有救吗,飘走的蒲公英
2024-06-13 09:42,这个月8个交易日，连亏7天！大盘涨跌根本不影响亏钱！,炒股偷家
2024-06-13 09:42,漂亮！今天破三千！,我大意了没有闪
2024-06-13 09:41,凑，光伏板块就是大盘的反向指标,基民90iL060528
2024-06-13 09:41,怎么把东方财富网上的自选股盈亏一览的总盈亏统计取消了？,安明商务
2024-06-13 09:41,利好兑现，开始砸盘！,非法市场
2024-06-13 09:41,你A股总在找各种各样的理由！,心平气和的交易
2024-06-13 09:41,还玩不玩,有期无限
2024-06-13 09:41,又到三千点保卫战了吗,绿绿绿绿驴率绿绿
2024-06-13 09:41,今天大A股又开始缩量下跌了！！,股友C87w006625
2024-06-13 09:41,见底拉升大牛市了,多元宇宙投机王
2024-06-13 09:41,无语了,涨万点
2024-06-13 09:41,，一如既往的套路，高开低走，平开低走，低走低走，,基民j9dmWd
2024-06-13 09:41,买不了股指期货，有没有别的渠道买做空a股的基金什么的？,股友XosZws
2024-06-13 09:41,你真行跌这么行。跌一个月都可以啊。红就一点点。,比一月亏的还要多
2024-06-13 09:41,飞流直下三千尺啊,股友13n8p63553
2024-06-13 09:41,发生了什么直线下来,光剩韭菜根
2024-06-13 09:41,前两天已经涨过了，该轮到跌了,昵称被取完了
2024-06-13 09:41,三千要破,不要满仓2024
2024-06-13 09:41,为什么资金流出,无知无昧
2024-06-13 09:41,中信又开始砸盘了！,股友0E02176p13
2024-06-13 09:41,a股牛逼,股友0918i3R263
2024-06-13 09:41,被5天线压得死死的。,雄心勃勃地王重阳
2024-06-13 09:40,量化又来砸了[666],fesonsola
2024-06-13 09:40,按股指在目前120分钟级别图中的位置——最凶险的下跌可能是下周一，周末上海会议发,炼炼8
2024-06-13 09:40,主力资金怎么天天是净流出吗？他们在干啥？,执着东方
2024-06-13 09:40,3000点保卫战很快就要开始了！大家不要跑，大家不要跑！让主力机构先跑！,科技前沿报道
2024-06-13 09:40,$上证指数(SH000001)$,踏实的老牛
2024-06-13 09:40,快破三千吧垃圾,财由身生
2024-06-13 09:40,资金去了光伏板块，追,向上市值翻倍
2024-06-13 09:40,有一种从天而降的走法[傲],回到2007买中石油
2024-06-13 09:39,疯狂星期四,林朋宿迁分朋
2024-06-13 09:39,散了散了，没眼看,散户z
2024-06-13 09:39,3000点保不住的,蒙特准
2024-06-13 09:39,3000点保卫战很快就要开始了！大家不要跑，大家不要跑！让主力机构先跑！,科技前沿报道
2024-06-13 09:39,没有增加股民入场和散户资金增加的话，赚钱还是靠ST股！高位套牢的机构基金抱团，在,大亚湾罗宾汉
2024-06-13 09:38,哈哈哈哈哈哈哈，外围都在新高，哈哈哈,我大意了没有闪
2024-06-13 09:38,开盘就被量化下杀，量化基金应该被严厉追责！,时间收好
2024-06-13 09:38,今天就散了，昨天已经提前涨了，今天要开始跌了。,开盘涨停
2024-06-13 09:38,3000点保不住,Shamrocklsp
2024-06-13 09:37,全面拥抱AI：宜人智科正式亮相,星火财经
2024-06-13 09:37,#3000点保卫战又打响？底部在哪？#,易手有飘稳纯点
2024-06-13 09:37,#专家建议暂停量化交易！股友们怎么看？#,有骠稳纯点
2024-06-13 09:37,今天星期几，注意反杀,趋势探寻
2024-06-13 09:37,温水煮青蛙,开心消消乐smile
2024-06-13 09:37,天天跌不用看,n658113582046530
2024-06-13 09:37,哎，没有散户割了，大盘成交量都没有了,游子意落
2024-06-13 09:37,停止加息了？骗我进场了，全仓被套万科,幸福的鱼们
2024-06-13 09:37,3000点保卫战很快就要开始了！大家不要跑，大家不要跑！让主力机构先跑！,科技前沿报道
2024-06-13 09:37,难啊真难,回本注销账号123
2024-06-13 09:37,BH涨涨几分跌跌几毛上块，,铁骑踏天下
2024-06-13 09:37,空字诀，空空空空空空空空空空空空空……,基民8738050hM6
2024-06-13 09:37,这个半年线要踏一下，等着破3000吧！,谪仙人
2024-06-13 09:37,今天要是不涨我砸盘，当然是指键盘,周一红
2024-06-13 09:36,给我们的股市长期下跌打好了坚实的基础#美国5月CPI超预期回落，影响几何？#,孚日退请还钱
2024-06-13 09:36,管住手，管住手，管住手，重要的事情说三遍,霄满刚清
2024-06-13 09:36,资金继续净流出。,甲壳虫717
2024-06-13 09:36,哪有底部，融券量化疯狂，时时都是顶部[韭菜][下跌],日进成章de柯镇恶
2024-06-13 09:36,海外多家央行开启“预防式”降息 港股流动性有望改善,中概互联ETF
2024-06-13 09:35,可以抄股，但不能抄,有谁共吗
2024-06-13 09:35,能不能大涨一天提提士气！真的受不了了！再这样下去没人敢玩了,独立的雁冰霜7
2024-06-13 09:35,3000点保卫战很快就要开始了！大家不要跑，大家不要跑！让主力机构先跑！下午小散,科技前沿报道
2024-06-13 09:35,无量只能跌，别抱幻想了,坚持看空100年
2024-06-13 09:35,深市从4月29到现在，每天都是流出。沪市近一个月也是流出。,基民北京烤鸭
2024-06-13 09:35,3000点保卫战很快就要开始了！大家不要跑，大家不要跑！让主力机构先跑！,科技前沿报道
2024-06-13 09:35,没有增加股民入场和散户资金增加的话，赚钱还是靠ST股！高位套牢的机构基金抱团，在,大亚湾罗宾汉
2024-06-13 09:35,什么时候可以解套？今年能不能解套，还个本钱这么难吗？,买来激心五年了
2024-06-13 09:34,久盘必跌,肥了肥
2024-06-13 09:34,久盘必跌吗？盘整了这么久，你到底是涨还是跌，能不能痛快点。,发哥闲聊
2024-06-13 09:34,黑周四鉴定完毕[笑哭],林雨心情
2024-06-13 09:34,横竖都是跌！！！,diguozhidou
2024-06-13 09:34,还得继续,温暖的大雁
2024-06-13 09:34,今天又赢了吗？,股友92598V961Q
2024-06-13 09:34,早点破3000，我好进场,五亿再富
2024-06-13 09:33,吐吐吐吐。。。。。,沧海桑田不是史
2024-06-13 09:33,一会红一会绿这是要吃奎宁了。,只输不盈操乱盘
2024-06-13 09:33,#美股三巨头总市值逼近10万亿美元#,有骠稳纯点
2024-06-13 09:33,#美国5月CPI超预期回落，影响几何？#,易手有飘稳纯点
2024-06-13 09:33,【泓霖盘前预测】24 0613（周四）阴线回调只考虑买,霖观大盘
2024-06-13 09:33,大盘阶段性见底了,股市之玩尽杀绝
2024-06-13 09:33,这类债券“火出圈”！成交额屡创新高，可转债基金怎么选？,养基司令
2024-06-13 09:33,口嗨哈哈,有感染力得燕十三
2024-06-13 09:33,不下三千不考虑,造假三万百亿
2024-06-13 09:32,开盘就砸，这也没谁了,股友39n2X77039
2024-06-13 09:32,为啥开盘就跌，想不通，求高人解释,安详的苗昭1
2024-06-13 09:32,啥玩意儿啊？啥利好都不能阻止你跳水吗？,天下雄观
2024-06-13 09:32,永远的高开低走，平开低走，低开低走！,基民0978DD3790
2024-06-13 09:32,高开都不肯高开,糟老头子我
2024-06-13 09:32,我也是说，主力还敢流入，吓死人了。,临风听蝉
2024-06-13 09:32,大盘开始反弹了，今天发财了发财了，持仓9000万股，开盘全网散户大力加仓买入，起,股友thGeMy
2024-06-13 09:31,天天跌不跌你能死啊,逆境翻盘成神
2024-06-13 09:31,3000点点保卫战#高盛发声：中国市场已现复苏信号##3000点保卫战又打响？底,孝义阿伟
2024-06-13 09:31,短期反弹不改2900大跌,明年小目标
2024-06-13 09:31,天天跳水表演,股友YCZp1G
2024-06-13 09:31,高开一点点也跳水,白玉老虎君
2024-06-13 09:31,美股天天创新高，你是天天保卫3000点，今天又是绿油油吧,股友zf8TX0
2024-06-13 09:31,周四,股友Gp6DoF1512
2024-06-13 09:30,光伏也这么干过吧，好在国内市场足够大。#对华电动汽车征税，欧盟算错了账#,寅木林森
2024-06-13 09:30,前面我南城释小龙有说过且保证绝对不会跌破3000点这个整数关口，那么现在就是对峙,南城释小龙
2024-06-13 09:30,八成得绿,现实的何寒
2024-06-13 09:30,昨天指数虽然反抽，个股反弹，但是却留下了隐患，成交量6900亿，年后第二低，新低,赚翻天乐翻天888
2024-06-13 09:29,美股又新高了，呵呵,花开发财的苏星河
2024-06-13 09:29,周四开盘股市迎来关键时刻。,L1291911
2024-06-13 09:29,依然没量,好习惯终生受用
2024-06-13 09:29,高开高走！,海边的乡下人
2024-06-13 09:29,美联储没有降息，市场预期落空。依然没有量，偏空。今天继续观望。,广西南宁人o
2024-06-13 09:28,今天大涨,四只猴子
2024-06-13 09:28,牛逼哄哄，高开了！,大发斗金地花满楼
2024-06-13 09:28,[滴汗],莫念莫贪莫急莫激
2024-06-13 09:28,牛来了，牛来了,沉睡的东方辣条
2024-06-13 09:28,没有增加股民入场和散户资金增加的话，赚钱还是靠ST股！高位套牢的机构基金抱团，在,大亚湾罗宾汉
2024-06-13 09:28,今天大盘涨三个点,股友8mm1387888
2024-06-13 09:28,没有增加股民入场和散户资金增加的话，赚钱还是靠ST股！高位套牢的机构基金抱团，在,大亚湾罗宾汉
2024-06-13 09:27,今天是个好日子3000点必将突破,李涨9310
2024-06-13 09:27,多久保卫战,股友18991P1v98
2024-06-13 09:26,没有增加股民和散户资金的话，赚钱还是靠ST股！高位机构基金抱团，在利益面前，谁也,大亚湾罗宾汉
2024-06-13 09:26,没有增加股民和散户资金的话，赚钱还是靠ST股！高位机构基金抱团，在利益面前，谁也,大亚湾罗宾汉
2024-06-13 09:25,现在这波龙头都是价位高的，让小散龙望而止步笑哭笑哭笑哭,精益求精的神算子
2024-06-13 09:25,平开？,家财多谋地千道流
2024-06-13 09:25,不会绿着开盘吧[微笑],喜欢做梦和嘴嗨
2024-06-13 09:25,尖峰集团是二市唯一一只股价是净资产的一半！,混合动力83
2024-06-13 09:25,002598买,基民8C236N3522
2024-06-13 09:25,哈木有开盘就做好跌的准备了,基民8727M722F3
2024-06-13 09:24,高开低走，低开低走，平开低走，,霄满刚清
2024-06-13 09:24,马上开始3000保卫战,回本不玩了吧
2024-06-13 09:24,美降息没有超出市场预期，该干嘛干嘛吧！,宁宁梦
2024-06-13 09:24,6.13大盘高开高,宝标HSIBB9981
2024-06-13 09:24,6.13大盘高开高,宝标HSIBB9981
2024-06-13 09:23,主力3061下方吸筹，反弹预计可能到3090附近。,容嘉玲
2024-06-13 09:23,高开低走，又套一批,一夜成佛一念成魔
2024-06-13 09:22,波比内资做空大军马上到位,芬国昐
2024-06-13 09:21,ST富通是突然的，年报之前业绩也不差呀！,懒人炒股躺赢
2024-06-13 09:21,老美加息买黄金，不加息买电了……,股友rLIVVi3654
2024-06-13 09:21,高开低走产生效应,Paulzgp
2024-06-13 09:20,跟跌不跟涨的玩意,霄满刚清
2024-06-13 09:19,今天大涨,rjw333
2024-06-13 09:19,中字头，中字头，电力、石油、,吸纳四大行
2024-06-13 09:18,看来今天要涨呀,多财如意地孙悟空
2024-06-13 09:18,早盘牛股优选37竞价看量取材点到为止,为你筹谋79118
2024-06-13 09:18,今天放量破半年线,杜绝频繁操作
2024-06-13 09:16,2600等你们,乐观的许古力娜扎
2024-06-13 09:16,好低开低走,荣禅味
2024-06-13 09:16,科技的尽头你来看，看完再炒,扯蛋的A股
2024-06-13 09:16,美联储利率决议让今年降息预期锐减,随机波动_Gonyu
2024-06-13 09:15,紧握科特估，享受主升,斩钢闪
2024-06-13 09:15,[哭][哭][哭][哭]#对华电动汽车征税，欧盟算错了账#,吉祥四海的周芷若
2024-06-13 09:14,“终有一天你会懂得，只要还活着，就有希望，余生很长，何必慌张。岁月会流转，梦想会,外星救援队长
2024-06-13 09:14,快评！什么新能源汽车、芯片、半导体、机器人这些，都是国外舶来品概念，美其名曰是“,最新好股票1
2024-06-13 09:14,不要期待一只股票的未来涨幅巨大，最重要的是警惕它的跌幅,一车牛
2024-06-13 09:13,股市交易：如何做好资金及仓位管理？,龙霸股市
2024-06-13 09:13,急涨卖，急跌买,尾盘东哥
2024-06-13 09:13,美股大涨，高开1个点,天天向上红旗
2024-06-13 09:12,美联储按兵不动，大宗商品全线下跌，咋回事？,陆家嘴女狼
2024-06-13 09:12,美联储降息风声再起，对A股有何影响？,龙女论股
2024-06-13 09:12,宁可5000点追，也不在3000抄底,欢喜的孔瑶
2024-06-13 09:11,【0613今日大盘】今日大振幅行情,光禄吟台玉尺山
2024-06-13 09:11,转发,赵灵儿笔记小号
2024-06-13 09:10,上证主板指数没有跌到位，还是这个观点，科创板会和上证走相反的走势！我的观点是61,北哥抓妖纪
2024-06-13 09:10,每日一看,好习惯终生受用
2024-06-13 09:10,2890能稳住,刘985135JW71
2024-06-13 09:10,A股周四早评：老铁务必细看！,预市未来
2024-06-13 09:10,6.13  缩量反弹，是止跌还是下跌中继？,不喝啤酒的啤酒肚
2024-06-13 09:09,↓↓↓↓↓↓！！！,生机四海de刘正风
2024-06-13 09:09,6月13日，市场前瞻：市场将延续个股反弹态势。依旧关注消费电子和半导体元器件,文韬股略
2024-06-13 09:08,散户喜欢买小盘股微盘股是有一定道理的，中大盘股一个星期也涨不了3到5个点，大部分,DENIEL
2024-06-13 09:07,转发,股友203k13R270
2024-06-13 09:06,每天低开玛,股友2C3
2024-06-13 09:06,感觉是温水煮青蛙，阴跌，反弹，再阴跌，然后急跌两根中阴，见底,红遍天中国牛
2024-06-13 09:05,美股表演完了，该大a登场了[憨笑],老实打工
2024-06-13 09:04,哈哈哈哈哈#高盛发声：中国市场已现复苏信号#,股峰之恋2024
2024-06-13 09:03,#高盛发声：中国市场已现复苏信号#模拟仓加满？,人间无事人2
